FYBT-A1,FYBT-B1
FYBT-A1,FYBT-C1
FYBT-A1,FYBT-D1
FYBT-B1,FYBT-A1
FYBT-B1,FYBT-C1
FYBT-B1,FYBT-D1
FYBT-C1,FYBT-A1
FYBT-C1,FYBT-B1
FYBT-C1,FYBT-D1
FYBT-D1,FYBT-A1
FYBT-D1,FYBT-B1
FYBT-D1,FYBT-C1
FYBT-A2,FYBT-B2
FYBT-A2,FYBT-C2
FYBT-A2,FYBT-D2
FYBT-B2,FYBT-A2
FYBT-B2,FYBT-C2
FYBT-B2,FYBT-D2
FYBT-C2,FYBT-A2
FYBT-C2,FYBT-B2
FYBT-C2,FYBT-D2
FYBT-D2,FYBT-A2
FYBT-D2,FYBT-B2
FYBT-D2,FYBT-C2
FYBT-A3,FYBT-B3
FYBT-A3,FYBT-C3
FYBT-A3,FYBT-D3
FYBT-B3,FYBT-A3
FYBT-B3,FYBT-C3
FYBT-B3,FYBT-D3
FYBT-C3,FYBT-A3
FYBT-C3,FYBT-B3
FYBT-C3,FYBT-D3
FYBT-D3,FYBT-A3
FYBT-D3,FYBT-B3
FYBT-D3,FYBT-C3
FYBT-A4,FYBT-B4
FYBT-A4,FYBT-C4
FYBT-A4,FYBT-D4
FYBT-B4,FYBT-A4
FYBT-B4,FYBT-C4
FYBT-B4,FYBT-D4
FYBT-C4,FYBT-A4
FYBT-C4,FYBT-B4
FYBT-C4,FYBT-D4
FYBT-D4,FYBT-A4
FYBT-D4,FYBT-B4
FYBT-D4,FYBT-C4
FYBT-A5,FYBT-B5
FYBT-A5,FYBT-C5
FYBT-A5,FYBT-D5
FYBT-B5,FYBT-A5
FYBT-B5,FYBT-C5
FYBT-B5,FYBT-D5
FYBT-C5,FYBT-A5
FYBT-C5,FYBT-B5
FYBT-C5,FYBT-D5
FYBT-D5,FYBT-A5
FYBT-D5,FYBT-B5
FYBT-D5,FYBT-C5
SY-C-S1,SY-C-S2
SY-C-S1,SY-C-S3
SY-C-S1,SY-C-S4
SY-C-S1,SY-C-DSY
SY-C-S2,SY-C-S1
SY-C-S2,SY-C-S3
SY-C-S2,SY-C-S4
SY-C-S2,SY-C-DSY
SY-C-S3,SY-C-S1
SY-C-S3,SY-C-S2
SY-C-S3,SY-C-S4
SY-C-S3,SY-C-DSY
SY-C-S4,SY-C-S1
SY-C-S4,SY-C-S2
SY-C-S4,SY-C-S3
SY-C-S4,SY-C-DSY
SY-C-DSY,SY-C-S1
SY-C-DSY,SY-C-S2
SY-C-DSY,SY-C-S3
SY-C-DSY,SY-C-S4
SY-I-S1,SY-I-S2
SY-I-S1,SY-I-S3
SY-I-S1,SY-I-S4
SY-I-S1,SY-I-DSY
SY-I-S2,SY-I-S1
SY-I-S2,SY-I-S3
SY-I-S2,SY-I-S4
SY-I-S2,SY-I-DSY
SY-I-S3,SY-I-S1
SY-I-S3,SY-I-S2
SY-I-S3,SY-I-S4
SY-I-S3,SY-I-DSY
SY-I-S4,SY-I-S1
SY-I-S4,SY-I-S2
SY-I-S4,SY-I-S3
SY-I-S4,SY-I-DSY
SY-I-DSY,SY-I-S1
SY-I-DSY,SY-I-S2
SY-I-DSY,SY-I-S3
SY-I-DSY,SY-I-S4
C-T1,C-T2
C-T1,C-T3
C-T1,C-T4
C-T1,C-T5
C-T1,I-T1
C-T2,C-T1
C-T2,C-T3
C-T2,C-T4
C-T2,C-T5
C-T2,I-T1
C-T3,C-T1
C-T3,C-T2
C-T3,C-T4
C-T3,C-T5
C-T3,I-T1
C-T4,C-T1
C-T4,C-T2
C-T4,C-T3
C-T4,C-T5
C-T4,I-T1
C-T5,C-T1
C-T5,C-T2
C-T5,C-T3
C-T5,C-T4
C-T5,I-T1
I-T1,C-T1
I-T1,C-T2
I-T1,C-T3
I-T1,C-T4
I-T1,C-T5
I-T2,I-T3
I-T2,I-T4
I-T2,I-T5
I-T2,FYMT-CE1
I-T3,I-T2
I-T3,I-T4
I-T3,I-T5
I-T3,FYMT-CE1
I-T4,I-T2
I-T4,I-T3
I-T4,I-T5
I-T4,FYMT-CE1
I-T5,I-T2
I-T5,I-T3
I-T5,I-T4
I-T5,FYMT-CE1
FYMT-CE1,I-T2
FYMT-CE1,I-T3
FYMT-CE1,I-T4
FYMT-CE1,I-T5
C-CSFLP1,C-CSFLP2
C-CSFLP1,C-EC1
C-CSFLP1,C-EC2
C-CSFLP1,C-NLP1
C-CSFLP2,C-CSFLP1
C-CSFLP2,C-EC1
C-CSFLP2,C-EC2
C-CSFLP2,C-NLP1
C-EC1,C-CSFLP1
C-EC1,C-CSFLP2
C-EC1,C-EC2
C-EC1,C-NLP1
C-EC2,C-CSFLP1
C-EC2,C-CSFLP2
C-EC2,C-EC1
C-EC2,C-NLP1
C-NLP1,C-CSFLP1
C-NLP1,C-CSFLP2
C-NLP1,C-EC1
C-NLP1,C-EC2
C-WST1,C-WST2
C-WST1,C-WST3
C-WST1,C-WST4
C-WST1,C-WST5
C-WST2,C-WST1
C-WST2,C-WST3
