C-WST2,C-WST4
C-WST2,C-WST5
C-WST3,C-WST1
C-WST3,C-WST2
C-WST3,C-WST4
C-WST3,C-WST5
C-WST4,C-WST1
C-WST4,C-WST2
C-WST4,C-WST3
C-WST4,C-WST5
C-WST5,C-WST1
C-WST5,C-WST2
C-WST5,C-WST3
C-WST5,C-WST4
I-CSFLP1,I-CSFLP2
I-CSFLP1,I-EC1
I-CSFLP1,I-EC2
I-CSFLP1,I-NLP1
I-CSFLP2,I-CSFLP1
I-CSFLP2,I-EC1
I-CSFLP2,I-EC2
I-CSFLP2,I-NLP1
I-EC1,I-CSFLP1
I-EC1,I-CSFLP2
I-EC1,I-EC2
I-EC1,I-NLP1
I-EC2,I-CSFLP1
I-EC2,I-CSFLP2
I-EC2,I-EC1
I-EC2,I-NLP1
I-NLP1,I-CSFLP1
I-NLP1,I-CSFLP2
I-NLP1,I-EC1
I-NLP1,I-EC2
I-WST1,I-WST2
I-WST1,I-WST3
I-WST1,I-WST4
I-WST1,I-WST5
I-WST2,I-WST1
I-WST2,I-WST3
I-WST2,I-WST4
I-WST2,I-WST5
I-WST3,I-WST1
I-WST3,I-WST2
I-WST3,I-WST4
I-WST3,I-WST5
I-WST4,I-WST1
I-WST4,I-WST2
I-WST4,I-WST3
I-WST4,I-WST5
I-WST5,I-WST1
I-WST5,I-WST2
I-WST5,I-WST3
I-WST5,I-WST4
C-FOSS1,C-CBD1
C-FOSS1,C-CG1
C-FOSS1,C-CPES1
C-FOSS1,C-DM1
C-CBD1,C-FOSS1
C-CBD1,C-CG1
C-CBD1,C-CPES1
C-CBD1,C-DM1
C-CG1,C-FOSS1
C-CG1,C-CBD1
C-CG1,C-CPES1
C-CG1,C-DM1
C-CPES1,C-FOSS1
C-CPES1,C-CBD1
C-CPES1,C-CG1
C-CPES1,C-DM1
C-DM1,C-FOSS1
C-DM1,C-CBD1
C-DM1,C-CG1
C-DM1,C-CPES1
I-CBD1,I-CBD2
I-CBD1,I-CG1
I-CBD1,I-CPES1
I-CBD1,I-DM1
I-CBD1,I-FOSS1
I-CBD2,I-CBD1
I-CBD2,I-CG1
I-CBD2,I-CPES1
I-CBD2,I-DM1
I-CBD2,I-FOSS1
I-CG1,I-CBD1
I-CG1,I-CBD2
I-CG1,I-CPES1
I-CG1,I-DM1
I-CG1,I-FOSS1
I-CPES1,I-CBD1
I-CPES1,I-CBD2
I-CPES1,I-CG1
I-CPES1,I-DM1
I-CPES1,I-FOSS1
I-DM1,I-CBD1
I-DM1,I-CBD2
I-DM1,I-CG1
I-DM1,I-CPES1
I-DM1,I-FOSS1
I-FOSS1,I-CBD1
I-FOSS1,I-CBD2
I-FOSS1,I-CG1
I-FOSS1,I-CPES1
I-FOSS1,I-DM1
